paper_id,concept
1646117,"Desktop search"
1646117,"Personal information management"
1646117,"Document retrieval"
1646117,"Text Retrieval Conference"
1646117,"Language model"
1646117,"Information retrieval"
2063827,"Algebraic geometry"
2063827,Tensor
2063827,"Algebraic structure"
2063827,"Operation (mathematics)"
2063827,"Model theory"
2063827,"Relational model"
2063827,"Mathematical optimization"
2396809,Tensor
2396809,"Functional dependency"
2396809,"Data analysis"
2396809,Efficiency
2396809,"Multi-core processor"
2661864,"In-database processing"
2661864,"Higher-order singular value decomposition"
2661864,Analytics
2661864,Tensor
2661864,"Matrix multiplication"
2661864,"Computer data storage"
2661864,"Data analysis"
2661864,"Least squares"
2661842,"In-database processing"
2661842,Tensor
2661842,"Query plan"
2661842,Analytics
2661842,"Data management"
2661842,"Computer data processing"
2661842,"Higher-order singular value decomposition"
2661842,"Data integration"
221329,"Algorithmic efficiency"
221329,"Parallel computing"
221329,"Information retrieval"
221329,"File signature"
266888,"Static program analysis"
266888,"Active database"
288686,"Tree structure"
288686,"Cluster analysis"
2505596,"Compact space"
2505596,"Hidden Markov model"
2505612,Causality
2505612,"Time series"
2505612,"Topic model"
2505612,"Text mining"
2505612,"Variable (mathematics)"
2505612,"Prior probability"
2398598,"Neighbourhood (graph theory)"
2398598,"Neighbourhood (mathematics)"
2398598,"Graph (mathematics)"
2398598,"Vertex (graph theory)"
2398598,"Data structure"
2398598,Topology
2063672,"Personally identifiable information"
2063672,"Usability testing"
2063672,"Search algorithm"
2505663,"Web search engine"
2505663,"Real-time computing"
2505663,"Real-time computer graphics"
2505663,"User interface"
2505663,"User (computing)"
2505663,"Relevance feedback"
1458421,E-book
1458421,Annotation
1458421,Digitizing
1458421,Classroom
2396856,"World Wide Web"
2396856,"Digital library"
2396856,E-book
2396856,"Information retrieval"
2396856,"Web search engine"
2661949,"Information retrieval"
2661949,"Semantic search"
2661949,"Semi-structured data"
2661949,"Knowledge representation and reasoning"
2661949,Metadata
2661949,"Unique key"
2063764,Abstraction
2063764,Entity
2063764,"Text corpus"
2063764,"Named entity recognition"
2063764,"Graph theory"
2063912,Blogosphere
2063912,"Frequency spectrum"
2063912,Blog
2063912,Tensor
2063912,"Matrix (mathematics)"
2063912,"Social networking service"
1651323,Metabolome
1651323,Urine
1651323,"Medical diagnosis"
1651323,"Breast cancer"
1651323,"Statistical classification"
1651323,Biomarker
1651323,Metabolite
1651323,Assay
2396861,"Scientific modelling"
2396861,"Business process"
2396861,"Chinese restaurant process"
2396861,"Latent Dirichlet allocation"
2396861,"Hierarchical Dirichlet process"
2396861,"Topic model"
2396861,"Likelihood function"
352307,"Group representation"
352307,"Coordinate vector"
352307,"Event condition action"
2665992,Cancer
2665992,Literature
2665992,Gene
2665992,"Text mining"
2665992,"Genome project"
2665992,"Human body"
354777,"Document clustering"
354777,"Semi-supervised learning"
1321482,"Watt's linkage"
1321482,"Parallel algorithm"
1321482,"Central processing unit"
1321482,Bracket
1321482,"B (New York City Subway service)"
1458458,Metastasis
1458458,"Primary care"
1458458,Database
1458458,Prognosis
1458458,Neoplasm
1458458,"Primary tumor"
1458458,"Tissue (biology)"
1458458,Cancer
1651340,"Systems biology"
1651340,"Inference engine"
1651340,Supercomputer
1651340,Cytoscape
1651340,"Gene expression profiling"
1651340,"Bayesian inference"
1651340,Meta-analysis
1651340,Inference
502687,"Transaction processing"
502687,"Server (computing)"
2665987,"Computer simulation"
2665987,Literature
2665987,"Biological database"
2665987,Organism
2665987,Biology
170116,Lexicon
170116,"Knowledge acquisition"
2505583,"Social media"
2505583,Diffusion
2505583,Probability
2505583,"News media"
2505583,Macrosociology
2505583,Celebrity
2505583,"Social sciences"
2063702,"Mixture model"
2063702,"Process (computing)"
2063702,"Data dependency"
2063702,Accountancy
2063702,"Hierarchical Dirichlet process"
2063702,"Chinese restaurant process"
2063702,"Exchangeable random variables"
2063702,"Topic model"
1458271,"Document clustering"
1458271,"Latent variable"
1458271,"Multinomial distribution"
1458271,"Statistical significance"
1458271,Biclustering
1458271,"Model theory"
2063905,"User (computing)"
2063905,"Search engine marketing"
2063905,Advertising
2063905,"Web search engine"
2063905,"Business model"
2063905,"Factor analysis"
320050,Database
320050,"Decimal representation"
320050,"Content-based image retrieval"
320050,Symbol
320050,"Information retrieval"
320050,Icon
320050,Multimedia
2513221,Annotation
2513221,"Web document"
2513221,Metadata
2513221,"String (computer science)"
2513221,"Brown Corpus"
2665980,Mutation
2665980,Cancer
2665980,Oncogenomics
2665980,"Jaccard index"
2665980,Neoplasm
2665980,"Targeted therapy"
2665980,"K-means clustering"
2665980,"Euclidean distance"
2662012,"Decision theory"
2662012,Marketing
2662012,"Data analysis"
2662012,Probability
2662012,Advertising
584844,"Rollback (data management)"
584844,"Object-relational database"
584844,"Object-oriented programming"
584844,"Relational database management system"
584844,Database
584844,"Data buffer"
1646004,"Sentence (linguistics)"
1646004,"Software framework"
1651311,"Data integration"
1651311,"Conceptual model"
1651311,"Software development"
1651311,"Model-driven architecture"
1651311,"Software development process"
1651311,Metadata
2398727,"Time series"
2398727,"Text mining"
2398727,Causality
2398727,"String (computer science)"
2398727,"Computer simulation"
2398727,"Topic model"
1458160,"Relevance (information retrieval)"
1458160,Expert
1458160,"Sampling (statistics)"
1458160,"Subject-matter expert"
1458160,"World Wide Web"
1458160,"Domain name"
2065039,Twitter
2065039,Sandwich
2065039,"Social media"
2063930,"Query language"
2063930,"Web search engine"
2063930,"Machine learning"
2063930,Database
1316888,"Data stream"
1316888,Sensor
1316888,"Data quality"
1316888,"Computer data processing"
1316888,"Business software"
1316888,"Data analysis"
1316888,"Decision making"
1316888,Meta
191314,"Association rule learning"
191314,"Laws of the Game (association football)"
191314,"Formal grammar"
191314,"Italic type"
2390028,"Data store"
2390028,"Load balancing (computing)"
2390028,Yahoo!
2390028,"Cloud storage"
2390028,"Distributed database"
2390028,"Replication (computing)"
2390028,"Server (computing)"
2390028,Multitenancy
1871914,"Corporate tax in the United States"
1871914,Wikipedia
1871914,Entity
1871914,"Cosine similarity"
1871914,"Field extension"
1031265,"Web search query"
1031265,"Distributed computing"
1031265,"Master/slave (technology)"
1031265,Scalability
1031265,"Internet bottleneck"
1031265,Slavery
2389700,"Web search engine"
2389700,"Web page"
2389700,"Conceptual model"
2389700,"Web server"
2389700,"Decision making"
2389700,"Information needs"
2389700,"User (computing)"
1646231,"Linguistic modality"
1646231,"Kernel (statistics)"
1646231,"Support vector machine"
1646231,"Statistical classification"
1646231,"Phylogenetic tree"
1646231,"Predicate (grammar)"
1646231,"Dependency grammar"
1646231,"Sentence (linguistics)"
1871709,"Natural language processing"
1871709,"Relational model"
1871709,Coreference
1871709,"Software framework"
266867,"Pairwise comparison"
266867,"Knowledge-based systems"
1651455,"Software framework"
1651455,"Differential privacy"
1651455,Privacy
1651455,"User (computing)"
1651455,Semantics
2396831,"Matrix decomposition"
2396831,"Information retrieval"
2396831,"Software framework"
2396831,"Linear search"
2396831,"Metric tree"
2396831,"Collaborative filtering"
2396831,"Binary function"
2396831,Factorization
1458237,"Web page"
1458237,Densitometry
1458237,"Full text search"
1458237,"Document classification"
1458237,"Hypergeometric distribution"
1458237,"Information retrieval"
1458237,HTML
1458237,"Data deduplication"
1871735,Wikipedia
1871735,"Grammar-based code"
1871735,ChEBI
1871735,"Knowledge base"
1871735,"Web portal"
1871735,"Ontology (information science)"
1871735,"Plain text"
2063976,MapReduce
2063976,"Load balancing (computing)"
2063976,"Name resolution"
2063976,Scalability
2063976,"Cloud computing"
2063976,"Parallel computing"
502647,"Document classification"
502647,"Feature selection"
502647,"Abstract (summary)"
502647,"Computer performance"
2398688,Prediction
2398688,"Clickthrough rate"
2398688,Advertising
2398688,Reality
2398688,Statistics
2398688,"Web search engine"
2398688,"Robust statistics"
2063643,"Distributed computing"
2063643,"Pay per click"
2063643,RSS
2063643,"Computer data processing"
2063643,Twitter
2063643,"Bloom filter"
1316885,"Natural language"
1316885,"Classified information"
1316885,"Software testing"
1316885,"Fuse (electrical)"
1316885,"Nuclear fusion"
1099702,Collective
1099702,"Knowledge management"
1099702,"Knowledge representation and reasoning"
1099702,Organization
1099702,"Scientific modelling"
352308,"Real-time business intelligence"
352308,"Real-time computing"
352308,Database
352308,"Electronic commerce"
2661964,"Faceted search"
2661964,"World Wide Web"
2661964,"Exploratory search"
2661964,"Digital library"
2661964,"Web search engine"
2661964,"Data drilling"
2661964,"Information retrieval"
2661964,"Electronic commerce"
2505719,"Relevance (information retrieval)"
2505719,"Section (military unit)"
2505719,"Signal (electronics)"
2063676,"Non-negative matrix factorization"
2063676,"Nonnegative matrix"
2063676,"Robust statistics"
2063676,"Loss function"
2063676,"Data mining"
2063676,"Machine learning"
2063676,"Cluster analysis"
2398530,"News media"
2398530,"Mass media"
2398530,"Information integration"
2398530,"Media (communication)"
2398474,"Statistical classification"
2398474,"Computer network"
2398474,"Path (graph theory)"
2398474,Meta
2398474,Collective
2398474,"Correlation and dependence"
2505531,"Social network"
2505531,Inference
2505531,"Social networking service"
2505531,"Binary relation"
2505531,Prediction
2505531,"User (computing)"
2505531,"Heterogeneous network"
2063973,NoSQL
2063973,"Cloud computing"
2063973,Database
2063973,"Commodity computing"
2063973,"Computer cluster"
2063973,"System administrator"
2063973,Scalability
2396788,LibraryThing
2396788,"User-generated content"
2396788,Amazon.com
2396788,"Social search"
2396788,"Internet forum"
2396820,"Convention (norm)"
2396820,"Social networking service"
2396820,"Social sciences"
2396820,"Diffusion of innovations"
2396820,Emergence
2396820,"World Wide Web"
1458261,"Index selection"
1458261,"Total cost of ownership"
1458261,"Query plan"
1458261,"Computer performance"
1458261,"Materialized view"
1458261,Database
1458123,Privacy
1458123,"Social network"
1458123,"User (computing)"
1458123,"Interface (computing)"
1458123,"Computer network"
1458123,Parsing
1871647,"Social network"
1871647,"Sensory threshold"
1871647,"Average path length"
1871647,"Degree distribution"
1871647,"Yahoo! Answers"
1871647,Digg
2398755,"Knowledge representation and reasoning"
2398755,"Information retrieval"
2398755,"Economic growth"
2398755,"Traditional knowledge"
2507892,Microblogging
2507892,"Social network"
2507892,"Social media"
2507892,"Quantitative research"
2507892,"Information retrieval"
2507892,Twitter
2507892,"Computer simulation"
2063605,Interactivity
2063605,"Relevance feedback"
2063605,"Word sense"
2063605,"Information retrieval"
2063605,Sense
1871764,"Monotonic function"
1871764,Ranking
1871764,"Protein domain"
1871764,"Web search engine"
1871764,"Quadratic programming"
1871764,"Data transformation (statistics)"
1871764,"Information retrieval"
1871764,"Machine learning"
354819,"Efficient-market hypothesis"
354819,"Bitmap index"
1458547,Email
1458547,"Information quality"
1458547,"Service-oriented architecture"
2396874,"Association rule learning"
2396874,"Graphics processing unit"
2396874,"Data mining"
2396874,Database
2396874,"Data parallelism"
2396874,"Bit array"
2396874,"Parallel computing"
1099746,Toolbar
1099746,Relevance
1099746,"User experience design"
1099746,"Information needs"
1099746,"Context (language use)"
1099746,"Semantic network"
1099746,"Web page"
1099746,"Web search engine"
2398728,Automation
2398728,"Computer file"
2398728,"User (computing)"
1646318,Database
1646318,Zooarchaeology
1646318,"Knowledge representation and reasoning"
1646318,"Data mining"
1646318,"Computer data storage"
1646318,"Information retrieval"
1646318,"Nearest neighbor search"
1646195,Probability
1646195,"Anomaly detection"
1099656,Server-side
1099656,"Cluster analysis"
1099656,"Distributed computing"
1099656,Medoid
1099656,Centroid
1099656,"Euclidean distance"
1099656,"Uncertain data"
1099656,"Metric (mathematics)"
2398664,"Question answering"
2398664,"Information retrieval"
2398664,"Job performance"
2398664,"Document retrieval"
2398664,"Information needs"
2398664,"Named entity recognition"
2398664,Prediction
1646181,"Scientific modelling"
1031287,"Document management system"
1031287,"Business logic"
1031287,"Document classification"
1031287,"Content analysis"
1031287,"Relational database"
1031287,"XML schema"
1031287,Metadata
502694,"Text mining"
502694,"Cluster analysis"
502694,"Asymmetric relation"
502694,"Binary relation"
502694,"Data set"
502694,Symmetry
1871497,"Index (search engine)"
1871497,"Shard (database architecture)"
1871497,"Text Retrieval Conference"
1871497,"Brute-force search"
1871497,"Parallel computing"
1871497,"Query optimization"
2396833,"Shard (database architecture)"
2396833,Topical
2396833,"Tree structure"
2396833,"Data structure"
2396833,"Distributed web crawling"
2396833,Ranking
1099619,"Opinion poll"
2063892,"Language model"
2063892,"Temporal resolution"
2063892,Probability
2063892,Histogram
2508213,"Knowledge acquisition"
2508213,"Information extraction"
2508213,"Knowledge base"
2508213,Automation
2508213,Narrative
1321576,"Selective school"
1099622,"Web search engine"
